,id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price
17191,17191,lawrence,2016,bmw,1,6,gas,94424,clean,automatic,fwd,compact,sedan,black,,16584.0
17192,17192,fort collins / north CO,1999,cadillac,2,6,gas,127148,clean,manual,rwd,compact,coupe,green,co,6102.0
17193,17193,dubuque,2005,chrysler,2,6,gas,153723,clean,automatic,fwd,full-size,sedan,white,,6337.0
17194,17194,oklahoma city,2004,ford,2,4,gas,100819,clean,automatic,fwd,mid-size,sedan,black,ok,5380.0
17195,17195,south bend / michiana,2017,chevrolet,5,8,gas,120,salvage,manual,4wd,full-size,SUV,blue,,29463.0
17196,17196,eastern CT,2013,bmw,1,6,gas,70547,rebuilt,automatic,fwd,mid-size,sedan,black,ct,32962.0
17197,17197,oklahoma city,2003,jeep,4,6,gas,126883,clean,automatic,4wd,full-size,truck,red,ok,23791.0
17198,17198,baltimore,2017,ram,1,8,diesel,-1,clean,automatic,4wd,full-size,truck,green,md,65090.0
17199,17199,rochester,2017,ram,1,8,diesel,9617,clean,manual,4wd,full-size,truck,black,ny,56876.0
17200,17200,rockford,2004,mercury,3,6,gas,142297,clean,automatic,fwd,mid-size,sedan,black,il,7204.0
17201,17201,williamsport,2011,ford,2,4,gas,155605,clean,automatic,fwd,full-size,sedan,black,pa,8112.0
17202,17202,seattle-tacoma,2006,ford,3,6,gas,132188,clean,manual,rwd,full-size,sedan,silver,wa,26854.0
17203,17203,lancaster,2003,honda,3,4,gas,217982,,automatic,fwd,mid-size,,silver,pa,2344.0
17204,17204,minneapolis / st paul,2004,buick,4,6,gas,168237,clean,automatic,4wd,full-size,SUV,green,,3116.0
17205,17205,tallahassee,2015,kia,2,4,gas,93225,clean,automatic,fwd,mid-size,sedan,blue,,5951.0
17206,17206,philadelphia,2010,toyota,3,4,gas,213550,clean,automatic,fwd,mid-size,wagon,silver,,2687.0
17207,17207,lakeland,2012,mini,4,4,gas,-1,clean,manual,rwd,compact,hatchback,black,fl,19323.0
17208,17208,philadelphia,2013,nissan,2,4,gas,18901,clean,manual,fwd,compact,sedan,orange,pa,7833.0
17209,17209,eugene,2014,chevrolet,2,8,gas,159722,rebuilt,automatic,4wd,full-size,truck,black,or,35856.0
17210,17210,rochester,2013,chevrolet,2,6,gas,96357,clean,automatic,4wd,full-size,pickup,green,ny,16349.0
17211,17211,rapid city / west SD,2012,bmw,2,6,gas,91090,clean,automatic,4wd,mid-size,sedan,white,,12299.0
17212,17212,austin,2014,dodge,3,6,diesel,70048,clean,automatic,rwd,full-size,truck,white,,28570.0
17213,17213,sacramento,2008,chrysler,2,6,gas,89019,clean,automatic,fwd,mid-size,mini-van,silver,ca,6340.0
17214,17214,reno / tahoe,1993,toyota,4,4,gas,188188,clean,automatic,4wd,full-size,truck,red,ca,2665.0
17215,17215,worcester / central MA,2006,ford,1,4,gas,117440,clean,automatic,fwd,full-size,sedan,black,ma,8225.0
17216,17216,monterey bay,2016,chrysler,2,4,gas,111515,clean,automatic,fwd,mid-size,sedan,silver,ca,7620.0
17217,17217,sarasota-bradenton,2004,ford,3,6,gas,113369,clean,automatic,4wd,mid-size,truck,blue,fl,8932.0
17218,17218,lewiston / clarkston,2008,chevrolet,3,8,gas,101106,clean,manual,rwd,full-size,convertible,green,id,4376.0
17219,17219,sarasota-bradenton,2003,ford,4,6,gas,256712,clean,automatic,fwd,sub-compact,coupe,green,fl,4268.0
17220,17220,abilene,2016,chevrolet,3,8,gas,87180,clean,automatic,4wd,full-size,sedan,black,tx,10060.0
17221,17221,akron / canton,1993,volkswagen,3,4,gas,173362,clean,automatic,fwd,compact,coupe,black,oh,2104.0
17222,17222,klamath falls,2005,ford,3,4,gas,206996,clean,manual,fwd,mid-size,SUV,silver,,5235.0
17223,17223,toledo,1938,ford,1,8,gas,46560,clean,manual,rwd,full-size,convertible,green,oh,19674.0
17224,17224,jacksonville,2014,bmw,2,6,gas,54220,rebuilt,automatic,rwd,sub-compact,coupe,black,,13350.0
17225,17225,flagstaff / sedona,2009,saturn,1,6,gas,337391,clean,manual,fwd,mid-size,SUV,green,az,4121.0
17226,17226,dayton / springfield,2012,toyota,2,4,gas,207336,clean,automatic,fwd,full-size,SUV,black,oh,5718.0
17227,17227,el paso,2012,mercedes-benz,2,6,gas,105269,rebuilt,automatic,fwd,mid-size,SUV,black,tx,7372.0
17228,17228,north jersey,2013,nissan,3,6,gas,107067,clean,automatic,fwd,compact,sedan,silver,nj,10540.0
17229,17229,fargo / moorhead,2011,ford,2,4,gas,99134,lien,manual,fwd,full-size,coupe,black,mn,14854.0
17230,17230,seattle-tacoma,2005,ford,3,8,diesel,98036,clean,manual,4wd,full-size,truck,black,wa,11427.0
17231,17231,east idaho,2015,kia,2,4,gas,131530,clean,automatic,fwd,mid-size,sedan,black,id,5369.0
17232,17232,inland empire,2011,nissan,2,4,gas,152115,clean,automatic,fwd,compact,sedan,black,ca,4115.0
17233,17233,spokane / coeur d'alene,2020,ford,3,1,gas,26834,clean,automatic,rwd,full-size,truck,white,id,11683.0
17234,17234,phoenix,2006,chevrolet,3,6,gas,115531,clean,other,fwd,mid-size,coupe,silver,az,5732.0
17235,17235,tucson,2009,toyota,2,6,gas,128682,clean,manual,fwd,full-size,sedan,black,az,8176.0
17236,17236,central NJ,2013,chevrolet,3,8,gas,137593,clean,automatic,4wd,full-size,truck,black,nj,9888.0
17237,17237,modesto,2007,honda,3,6,gas,128772,clean,automatic,fwd,mid-size,sedan,red,ca,3062.0
17238,17238,tucson,2017,jeep,2,6,gas,45086,clean,manual,4wd,full-size,truck,black,az,22442.0
17239,17239,tyler / east TX,2008,lexus,2,4,gas,164910,clean,automatic,fwd,full-size,sedan,black,tx,2322.0
17240,17240,philadelphia,2001,ford,2,6,gas,36033,clean,automatic,fwd,mid-size,van,white,pa,3946.0
17241,17241,fayetteville,2006,ford,2,6,gas,160770,clean,automatic,rwd,full-size,truck,white,nc,9040.0
17242,17242,boise,2014,gmc,2,8,diesel,56091,clean,automatic,4wd,full-size,pickup,black,id,21283.0
17243,17243,"washington, DC",2010,gmc,4,8,gas,111872,clean,manual,4wd,full-size,truck,white,dc,24561.0
17244,17244,rochester,2000,ford,3,6,gas,128586,clean,manual,rwd,full-size,truck,green,ny,3401.0
17245,17245,des moines,1997,ram,3,8,diesel,148723,clean,manual,4wd,full-size,truck,white,ia,18621.0
17246,17246,reno / tahoe,2010,chevrolet,2,6,gas,172540,clean,automatic,4wd,full-size,SUV,black,ca,13563.0
17247,17247,oregon coast,2004,ford,3,4,gas,218761,clean,automatic,fwd,full-size,van,white,or,6125.0
17248,17248,rochester,2002,ford,4,6,gas,136775,,manual,fwd,full-size,,red,ny,20286.0
17249,17249,madison,2018,ford,1,8,gas,32593,clean,manual,fwd,full-size,sedan,white,wi,33192.0
17250,17250,tucson,1986,ford,2,6,diesel,60525,clean,automatic,rwd,full-size,truck,silver,az,16612.0
17251,17251,mobile,2012,buick,1,4,gas,145664,clean,automatic,fwd,mid-size,sedan,grey,al,7734.0
17252,17252,milwaukee,1999,hyundai,2,4,gas,130581,clean,automatic,fwd,compact,sedan,red,wi,3538.0
17253,17253,eastern NC,2011,ford,2,6,gas,74869,clean,automatic,rwd,full-size,pickup,black,nc,31404.0
17254,17254,spokane / coeur d'alene,2012,hyundai,2,4,gas,197659,clean,manual,fwd,full-size,sedan,black,id,3297.0
17255,17255,williamsport,2014,ford,2,8,diesel,116027,clean,manual,4wd,full-size,pickup,black,pa,17158.0
17256,17256,brunswick,2016,bmw,2,6,diesel,11312,rebuilt,automatic,4wd,full-size,SUV,silver,ga,38771.0
17257,17257,charleston,2015,jeep,2,4,gas,176950,clean,automatic,4wd,full-size,SUV,black,sc,8089.0
17258,17258,pittsburgh,2013,toyota,2,4,gas,75444,rebuilt,automatic,fwd,compact,coupe,black,pa,8326.0
17259,17259,detroit metro,2004,bmw,2,6,gas,103980,clean,automatic,fwd,full-size,sedan,silver,mi,5604.0
17260,17260,phoenix,2015,ford,2,6,diesel,86676,clean,automatic,4wd,full-size,pickup,black,,27358.0
17261,17261,columbus,2014,kia,2,4,gas,61156,salvage,automatic,fwd,compact,sedan,black,oh,14466.0
17262,17262,charleston,1998,jeep,3,6,gas,276200,clean,automatic,4wd,mid-size,SUV,silver,,4476.0
17263,17263,new york city,2003,nissan,3,4,gas,173373,clean,automatic,fwd,compact,coupe,grey,ny,3672.0
17264,17264,fargo / moorhead,1971,chevrolet,3,8,gas,108314,clean,manual,rwd,full-size,coupe,green,mn,13874.0
17265,17265,santa barbara,2002,toyota,2,4,gas,174276,clean,automatic,fwd,mid-size,coupe,silver,ca,2248.0
17266,17266,albany,2009,lexus,2,6,gas,297972,clean,automatic,fwd,full-size,SUV,black,ny,16144.0
17267,17267,columbus,2013,ford,3,6,gas,141326,clean,manual,fwd,mid-size,sedan,silver,oh,7407.0
17268,17268,treasure coast,2005,toyota,2,6,gas,140898,clean,manual,4wd,mid-size,van,blue,fl,18915.0
17269,17269,fresno / madera,2012,ram,2,6,diesel,120099,clean,automatic,4wd,full-size,truck,blue,ca,17265.0
17270,17270,houston,2006,honda,1,6,gas,161106,clean,automatic,fwd,full-size,SUV,black,tx,4036.0
17271,17271,jacksonville,2020,honda,2,6,gas,60826,clean,automatic,fwd,mid-size,sedan,black,fl,14055.0
17272,17272,chicago,1997,chevrolet,2,6,gas,144556,clean,automatic,fwd,full-size,sedan,silver,il,3391.0
17273,17273,rhode island,2016,buick,2,4,gas,105738,clean,manual,fwd,mid-size,SUV,blue,ri,9550.0
17274,17274,los angeles,2013,ford,2,4,gas,45992,clean,automatic,fwd,compact,hatchback,black,ca,3691.0
17275,17275,charlotte,1948,chevrolet,2,8,gas,50507,clean,automatic,4wd,full-size,pickup,black,nc,20062.0
17276,17276,central NJ,1986,chevrolet,4,8,gas,80309,clean,manual,rwd,full-size,truck,white,,14314.0
17277,17277,atlanta,2014,mini,1,4,gas,77437,clean,automatic,fwd,full-size,sedan,blue,,20087.0
17278,17278,las vegas,2006,bmw,4,6,gas,63184,clean,automatic,4wd,full-size,SUV,black,nv,22530.0
17279,17279,north jersey,2015,nissan,1,4,gas,48970,clean,automatic,fwd,mid-size,sedan,blue,nj,23519.0
17280,17280,ocala,2014,chevrolet,3,6,gas,108775,clean,automatic,4wd,full-size,pickup,black,fl,23806.0
17281,17281,yuba-sutter,2014,bmw,2,6,gas,90112,clean,manual,4wd,mid-size,sedan,black,ca,7938.0
17282,17282,laredo,2016,toyota,1,6,gas,53552,lien,automatic,fwd,mid-size,SUV,black,tx,20374.0
17283,17283,rockford,2012,ford,2,4,gas,76148,clean,automatic,fwd,full-size,sedan,white,il,20903.0
17284,17284,louisville,2010,chevrolet,1,8,diesel,94441,clean,automatic,4wd,full-size,truck,brown,ky,15700.0
17285,17285,york,2015,ford,2,6,gas,144191,clean,automatic,4wd,mid-size,pickup,silver,,25068.0
17286,17286,western slope,2010,ford,2,6,gas,116246,clean,manual,rwd,mid-size,SUV,silver,co,18070.0
17287,17287,tampa bay area,2008,gmc,3,8,gas,202219,clean,automatic,4wd,full-size,SUV,black,fl,1562.0
17288,17288,rhode island,2007,jeep,2,6,gas,130924,clean,automatic,4wd,mid-size,SUV,black,ri,3657.0
17289,17289,south bend / michiana,1988,ram,4,8,diesel,133566,clean,automatic,4wd,full-size,pickup,black,in,35895.0
17290,17290,rhode island,2011,bmw,2,6,gas,97755,clean,automatic,rwd,mid-size,convertible,silver,ri,24221.0
17291,17291,palm springs,2013,bmw,2,6,gas,-1,salvage,automatic,fwd,mid-size,sedan,black,ca,17821.0
17292,17292,inland empire,2008,ford,2,4,gas,152268,clean,automatic,4wd,mid-size,SUV,silver,ca,21185.0
17293,17293,"washington, DC",1994,toyota,4,6,gas,200555,clean,automatic,4wd,full-size,truck,black,dc,4001.0
17294,17294,los angeles,2013,chevrolet,1,4,gas,118320,rebuilt,automatic,fwd,compact,hatchback,black,,6070.0
17295,17295,okaloosa / walton,1987,ford,4,4,gas,16209,clean,other,rwd,compact,coupe,red,fl,15872.0
17296,17296,south florida,2014,nissan,2,4,,171435,clean,automatic,fwd,mid-size,SUV,blue,fl,3026.0
17297,17297,eugene,2011,bmw,2,6,gas,72152,rebuilt,automatic,rwd,mid-size,sedan,black,,35800.0
17298,17298,moses lake,2016,honda,2,4,gas,21557,clean,automatic,fwd,compact,SUV,black,wa,12388.0
17299,17299,central NJ,2014,ford,2,6,gas,81806,clean,automatic,fwd,compact,sedan,grey,nj,20045.0
17300,17300,prescott,2014,buick,1,6,,115314,clean,automatic,fwd,mid-size,sedan,green,az,6732.0
17301,17301,las vegas,1992,bmw,4,6,gas,166491,clean,manual,rwd,full-size,convertible,orange,nv,3895.0
17302,17302,charlotte,1982,ford,4,8,gas,167063,,manual,rwd,full-size,,brown,nc,9807.0
17303,17303,central NJ,2013,chevrolet,2,4,,130841,clean,automatic,fwd,mid-size,sedan,black,,14286.0
17304,17304,denver,2012,buick,2,4,gas,225093,clean,automatic,fwd,mid-size,sedan,silver,co,3682.0
17305,17305,potsdam-canton-massena,2018,ford,2,4,gas,117223,clean,automatic,4wd,full-size,SUV,silver,ny,17884.0
17306,17306,lincoln,2003,bmw,2,6,,67032,clean,automatic,fwd,mid-size,SUV,black,ne,13761.0
17307,17307,st cloud,2010,chevrolet,2,8,diesel,204492,clean,automatic,fwd,full-size,truck,black,mn,8309.0
17308,17308,bend,2015,jeep,2,6,gas,96753,clean,automatic,4wd,full-size,SUV,black,or,20131.0
17309,17309,nashville,2018,ford,2,6,gas,156118,clean,automatic,fwd,full-size,SUV,white,tn,5554.0
17310,17310,bellingham,2016,ford,2,8,gas,6248,clean,automatic,4wd,full-size,truck,silver,wa,61647.0
17311,17311,toledo,2008,toyota,3,4,gas,161200,clean,manual,fwd,full-size,SUV,green,oh,3681.0
17312,17312,san luis obispo,2018,ford,3,8,diesel,41252,clean,automatic,rwd,full-size,truck,blue,ca,36172.0
17313,17313,lakeland,2007,cadillac,3,8,gas,177020,rebuilt,automatic,4wd,full-size,SUV,black,fl,10702.0
17314,17314,detroit metro,2016,hyundai,2,4,gas,96852,clean,automatic,fwd,compact,sedan,black,mi,8076.0
17315,17315,flint,2004,chevrolet,4,6,gas,227381,clean,automatic,fwd,full-size,SUV,red,,3108.0
17316,17316,watertown,2006,ford,4,6,gas,151858,clean,automatic,fwd,full-size,sedan,silver,,2839.0
17317,17317,fort collins / north CO,1991,ford,1,4,gas,74298,clean,manual,fwd,sub-compact,coupe,black,co,6370.0
17318,17318,baltimore,2002,mercury,3,6,gas,146049,,manual,fwd,mid-size,,silver,,4317.0
17319,17319,vermont,2018,chevrolet,2,4,gas,90303,rebuilt,automatic,fwd,full-size,sedan,black,vt,9783.0
17320,17320,denver,2011,volkswagen,2,4,gas,74691,rebuilt,automatic,fwd,full-size,sedan,blue,co,9591.0
17321,17321,nashville,2010,ford,2,8,diesel,93775,clean,automatic,4wd,full-size,pickup,black,tn,31918.0
17322,17322,fargo / moorhead,2007,bmw,2,6,gas,90982,clean,automatic,4wd,full-size,sedan,black,mn,5628.0
17323,17323,western massachusetts,2010,ford,2,8,diesel,143504,clean,automatic,4wd,full-size,truck,white,ma,10036.0
17324,17324,akron / canton,1988,buick,2,6,gas,139001,clean,automatic,fwd,full-size,coupe,black,oh,3233.0
17325,17325,redding,2009,fiat,2,4,gas,130438,rebuilt,automatic,fwd,compact,sedan,black,ca,5461.0
17326,17326,jacksonville,2015,chevrolet,2,6,gas,21533,rebuilt,automatic,4wd,full-size,SUV,black,fl,29603.0
17327,17327,"washington, DC",2010,honda,3,4,,228747,clean,other,fwd,compact,hatchback,blue,dc,5831.0
17328,17328,greenville / upstate,2007,ford,4,8,gas,138966,clean,automatic,4wd,full-size,truck,red,sc,21575.0
17329,17329,boise,2009,ford,3,6,gas,189610,clean,automatic,4wd,mid-size,SUV,brown,id,7781.0
17330,17330,wichita,2012,cadillac,1,6,gas,62612,clean,automatic,4wd,full-size,SUV,custom,ks,14315.0
17331,17331,new york city,2014,ford,2,6,gas,113356,,automatic,fwd,mid-size,,black,ny,5745.0
17332,17332,des moines,2007,chevrolet,3,6,diesel,92050,clean,automatic,4wd,full-size,truck,black,ia,16611.0
17333,17333,st george,2014,chevrolet,2,8,diesel,109340,clean,automatic,4wd,full-size,pickup,custom,,10282.0
17334,17334,south jersey,2012,jeep,2,4,gas,136846,clean,automatic,fwd,mid-size,SUV,silver,nj,19832.0
17335,17335,tucson,2012,jeep,2,6,gas,8631,clean,automatic,4wd,mid-size,SUV,black,az,39434.0
17336,17336,cedar rapids,2011,jeep,2,6,gas,83426,clean,automatic,4wd,full-size,SUV,black,ia,18690.0
17337,17337,western massachusetts,2005,bmw,1,6,gas,116423,clean,manual,fwd,mid-size,SUV,black,ma,3918.0
17338,17338,cincinnati,2014,ford,2,6,gas,121222,clean,automatic,fwd,mid-size,SUV,blue,oh,3731.0
17339,17339,erie,2003,ford,2,8,diesel,243497,clean,manual,4wd,full-size,pickup,white,pa,31935.0
17340,17340,south florida,2012,chevrolet,2,6,gas,162457,clean,automatic,fwd,mid-size,sedan,blue,fl,16136.0
17341,17341,imperial county,1998,ram,4,6,gas,186542,clean,manual,rwd,full-size,truck,green,ca,3964.0
17342,17342,albany,2005,ford,3,6,gas,110861,rebuilt,automatic,fwd,mid-size,van,white,ny,6904.0
17343,17343,raleigh / durham / CH,2004,lincoln,3,8,gas,87940,clean,automatic,rwd,mid-size,sedan,green,nc,16243.0
17344,17344,tulsa,2005,gmc,2,6,gas,122577,clean,automatic,4wd,full-size,pickup,custom,ok,13016.0
17345,17345,wichita,2008,honda,3,6,gas,166855,clean,automatic,fwd,full-size,sedan,blue,ks,3034.0
17346,17346,vermont,2004,ford,3,4,gas,176917,clean,manual,fwd,sub-compact,coupe,green,vt,4000.0
17347,17347,topeka,2007,chevrolet,4,6,gas,126826,clean,automatic,rwd,full-size,SUV,green,ks,1617.0
17348,17348,tallahassee,2013,honda,2,4,gas,88025,clean,automatic,fwd,compact,sedan,blue,fl,17808.0
17349,17349,medford-ashland,2013,volkswagen,1,4,gas,113581,clean,automatic,fwd,full-size,sedan,silver,or,5419.0
17350,17350,hudson valley,2001,toyota,3,8,gas,123220,clean,automatic,4wd,full-size,truck,black,ny,3430.0
17351,17351,scranton / wilkes-barre,2012,jeep,2,6,gas,159292,clean,automatic,4wd,full-size,SUV,black,pa,7250.0
17352,17352,san antonio,2001,acura,2,4,gas,171512,clean,manual,fwd,compact,sedan,silver,tx,3216.0
17353,17353,central NJ,1984,chevrolet,4,8,gas,108161,clean,automatic,rwd,full-size,sedan,red,nj,4454.0
17354,17354,"st louis, MO",2019,kia,2,4,gas,103451,lien,automatic,fwd,full-size,SUV,black,mo,20911.0
17355,17355,fargo / moorhead,2016,toyota,2,4,gas,85355,clean,automatic,fwd,compact,sedan,black,mn,18011.0
17356,17356,rhode island,2005,ford,2,6,gas,153324,clean,automatic,rwd,full-size,pickup,grey,ri,21827.0
17357,17357,show low,2000,lincoln,3,6,gas,166835,clean,automatic,4wd,full-size,SUV,blue,az,19282.0
17358,17358,boise,2011,ram,2,6,diesel,82416,salvage,automatic,4wd,full-size,pickup,white,,46838.0
17359,17359,springfield,2016,ram,2,8,diesel,10702,clean,manual,4wd,full-size,truck,silver,il,63263.0
17360,17360,philadelphia,2017,subaru,1,4,gas,126194,,automatic,fwd,compact,,red,pa,19504.0
17361,17361,norfolk / hampton roads,2010,chrysler,3,4,gas,150428,clean,automatic,fwd,full-size,SUV,silver,va,3610.0
17362,17362,columbus,2004,ford,2,8,gas,80184,clean,automatic,rwd,full-size,coupe,green,oh,13461.0
17363,17363,macon / warner robins,2011,chevrolet,3,4,gas,88751,clean,automatic,rwd,full-size,coupe,black,ga,7760.0
17364,17364,fort wayne,2012,audi,1,4,gas,106237,clean,automatic,fwd,full-size,sedan,black,in,9046.0
17365,17365,central NJ,2013,jeep,2,6,gas,66839,clean,automatic,4wd,full-size,SUV,black,nj,21374.0
17366,17366,philadelphia,2010,subaru,3,4,gas,153927,clean,automatic,4wd,full-size,wagon,silver,pa,4286.0
17367,17367,toledo,1996,jeep,3,6,gas,134649,clean,manual,4wd,full-size,offroad,blue,oh,2743.0
17368,17368,boise,2013,ford,2,6,gas,130969,clean,automatic,4wd,mid-size,SUV,black,id,19522.0
17369,17369,treasure coast,2013,ford,2,8,gas,207222,clean,automatic,4wd,full-size,SUV,black,,18569.0
17370,17370,twin falls,2013,fiat,3,4,gas,63275,clean,other,fwd,full-size,hatchback,grey,id,7242.0
17371,17371,SF bay area,2011,ford,2,6,gas,12075,clean,automatic,4wd,mid-size,SUV,silver,ca,16368.0
17372,17372,abilene,1998,gmc,1,6,diesel,190812,clean,automatic,4wd,full-size,truck,black,tx,17082.0
17373,17373,houston,1997,honda,3,4,gas,218491,clean,automatic,fwd,compact,sedan,silver,tx,9881.0
17374,17374,bakersfield,2011,honda,2,4,gas,62478,clean,other,fwd,compact,sedan,red,ca,5703.0
17375,17375,madison,2011,ford,2,4,gas,165931,clean,automatic,fwd,mid-size,sedan,green,wi,1777.0
17376,17376,bakersfield,2018,ford,3,4,gas,38940,lien,automatic,fwd,full-size,sedan,grey,ca,21106.0
17377,17377,flint,2005,jeep,2,6,gas,226037,clean,automatic,4wd,full-size,SUV,black,mi,6266.0
17378,17378,wichita,2001,ram,4,6,gas,135634,clean,manual,fwd,full-size,pickup,green,ks,14319.0
17379,17379,daytona beach,2019,cadillac,3,4,gas,81375,clean,automatic,fwd,mid-size,coupe,red,fl,7990.0
17380,17380,hudson valley,2012,nissan,2,4,gas,79279,clean,automatic,fwd,full-size,SUV,black,ny,27377.0
17381,17381,phoenix,2011,bmw,2,6,gas,79815,clean,automatic,rwd,mid-size,coupe,black,az,40179.0
17382,17382,greensboro,2008,honda,3,4,gas,76227,clean,manual,fwd,mid-size,sedan,grey,nc,4428.0
17383,17383,new orleans,2007,bmw,2,6,gas,98580,clean,automatic,fwd,compact,sedan,blue,la,3316.0
17384,17384,bismarck,2003,toyota,1,4,gas,114107,clean,manual,fwd,mid-size,other,green,nd,8173.0
17385,17385,minneapolis / st paul,2010,toyota,2,8,gas,56075,rebuilt,automatic,4wd,full-size,SUV,black,mn,16869.0
17386,17386,charlottesville,2012,nissan,3,4,gas,87308,clean,automatic,fwd,compact,sedan,blue,va,8819.0
17387,17387,chattanooga,2009,ford,2,6,diesel,93697,clean,manual,rwd,full-size,truck,white,tn,32082.0
17388,17388,yakima,2013,nissan,1,6,gas,204147,clean,automatic,fwd,full-size,sedan,black,wa,22592.0
17389,17389,rochester,2017,chevrolet,2,4,gas,65681,clean,automatic,4wd,full-size,SUV,black,ny,36289.0
17390,17390,madison,2011,honda,3,4,gas,162262,clean,automatic,fwd,compact,hatchback,green,wi,2936.0
17391,17391,finger lakes,2017,ram,2,6,diesel,132176,clean,manual,4wd,full-size,pickup,silver,ny,32991.0
17392,17392,los angeles,2013,bmw,1,6,gas,70310,rebuilt,automatic,4wd,mid-size,SUV,black,ca,17204.0
17393,17393,boston,2000,dodge,2,4,gas,55016,rebuilt,manual,fwd,mid-size,coupe,red,ma,8958.0
17394,17394,fargo / moorhead,2007,bmw,2,4,gas,101767,clean,automatic,fwd,compact,sedan,silver,mn,7433.0
17395,17395,tucson,2005,lexus,2,6,gas,119768,clean,automatic,fwd,mid-size,sedan,grey,,7335.0
17396,17396,spokane / coeur d'alene,2005,chevrolet,3,8,gas,264377,clean,manual,rwd,full-size,sedan,green,id,4324.0
17397,17397,madison,2010,dodge,2,6,gas,-1,clean,automatic,fwd,mid-size,SUV,silver,wi,34817.0
17398,17398,nashville,1993,chevrolet,4,8,gas,194045,clean,automatic,rwd,full-size,coupe,white,tn,7132.0
17399,17399,rochester,2014,jeep,2,6,gas,115934,clean,other,4wd,full-size,SUV,black,ny,7273.0
17400,17400,el paso,2010,bmw,2,6,gas,82393,clean,automatic,4wd,full-size,SUV,blue,tx,11989.0
17401,17401,sarasota-bradenton,2017,volkswagen,2,4,gas,42160,clean,automatic,fwd,mid-size,sedan,red,,6309.0
17402,17402,stockton,2015,buick,1,6,gas,60701,clean,automatic,4wd,mid-size,SUV,black,ca,23586.0
17403,17403,gainesville,1995,bmw,2,6,gas,167417,clean,manual,rwd,compact,convertible,black,fl,9851.0
17404,17404,new hampshire,2010,toyota,4,4,gas,263690,clean,manual,fwd,compact,hatchback,red,,2682.0
17405,17405,bloomington,2008,lincoln,4,8,gas,360763,clean,manual,rwd,full-size,coupe,blue,in,2039.0
17406,17406,st cloud,2008,jeep,1,6,gas,100267,clean,automatic,4wd,full-size,SUV,blue,mn,17946.0
17407,17407,rhode island,2015,ford,2,6,gas,120490,clean,automatic,4wd,full-size,truck,green,,18267.0
17408,17408,greensboro,2017,ram,1,6,diesel,6755,clean,automatic,4wd,full-size,truck,black,nc,30159.0
17409,17409,east oregon,2011,ford,2,4,gas,127539,clean,automatic,fwd,full-size,SUV,black,or,6613.0
17410,17410,western slope,2009,chevrolet,2,8,gas,70728,clean,manual,rwd,full-size,van,black,co,10535.0
17411,17411,modesto,2014,ford,1,4,gas,73482,clean,automatic,fwd,compact,sedan,black,ca,30229.0
17412,17412,roanoke,2012,kia,1,4,gas,68278,clean,automatic,fwd,full-size,sedan,black,va,11337.0
17413,17413,tampa bay area,2005,ford,2,6,gas,133485,clean,manual,rwd,mid-size,sedan,silver,,2308.0
17414,17414,central NJ,2001,ford,3,6,gas,79990,,automatic,fwd,full-size,,red,nj,15895.0
17415,17415,north jersey,2013,kia,2,4,gas,176637,clean,automatic,fwd,compact,sedan,silver,,8307.0
17416,17416,central NJ,2012,chevrolet,3,4,gas,93641,clean,manual,fwd,full-size,sedan,white,nj,7598.0
17417,17417,los angeles,2007,dodge,2,6,gas,127996,clean,automatic,rwd,mid-size,sedan,silver,ca,7483.0
17418,17418,baltimore,1988,ford,3,6,gas,106034,clean,automatic,rwd,mid-size,truck,black,md,3564.0
17419,17419,minneapolis / st paul,1980,chevrolet,2,8,gas,19842,clean,automatic,4wd,full-size,pickup,red,mn,22941.0
17420,17420,rochester,2020,ford,1,8,gas,41486,clean,automatic,4wd,full-size,truck,silver,ny,33970.0
17421,17421,atlanta,2015,mercedes-benz,2,4,gas,65742,salvage,automatic,fwd,full-size,sedan,black,ga,33059.0
17422,17422,mcallen / edinburg,2017,jeep,2,6,gas,89063,parts only,automatic,4wd,full-size,SUV,black,tx,36343.0
17423,17423,north jersey,2013,kia,2,4,gas,129665,rebuilt,automatic,fwd,compact,sedan,silver,nj,6677.0
17424,17424,chicago,2015,bmw,2,6,gas,108493,rebuilt,manual,4wd,full-size,SUV,black,il,6591.0
17425,17425,chattanooga,2017,chevrolet,3,6,gas,47587,clean,automatic,4wd,full-size,truck,black,,38773.0
17426,17426,lancaster,1988,pontiac,3,6,gas,119376,clean,automatic,fwd,mid-size,sedan,white,pa,9145.0
17427,17427,philadelphia,2011,ford,2,4,gas,92471,rebuilt,automatic,fwd,compact,coupe,black,pa,7729.0
17428,17428,bozeman,2002,ford,2,8,gas,46697,clean,manual,rwd,full-size,pickup,green,mt,19699.0
17429,17429,tampa bay area,2007,bmw,4,6,,207674,parts only,manual,fwd,full-size,coupe,brown,fl,5217.0
17430,17430,orange county,2015,ford,1,4,gas,57017,clean,automatic,fwd,mid-size,sedan,white,ca,13286.0
17431,17431,missoula,2004,chevrolet,2,8,diesel,113597,clean,automatic,4wd,full-size,pickup,black,mt,30611.0
17432,17432,reno / tahoe,1995,chevrolet,2,8,gas,107617,clean,automatic,4wd,full-size,SUV,red,ca,17181.0
17433,17433,rhode island,2006,ram,2,8,gas,166460,clean,manual,4wd,full-size,SUV,red,ri,9442.0
